호선,역이름,무임승하차비율,무임승하차,유임승하차,출퇴근시간 이용객수,출퇴근시간 제외한 이용객수 ,역간거리(km),지역,행정동,노인인구비율,노인인구수,평균연령,인구수(사분위수),인구밀도 (명/㎢),지역별통근인원비율(12세 이상),지역내총생산(2016)(백만원),자치구별 재난지원금 대상자 비율 ,석유사용량(bbl),교통안전지수,자동차수,통근 통학시 지하철 이용 비율,250m내 버스정류장 수,자치구별 지하철역 개수,자동차세,재산세,지방소득세(2020),지역별 기초수급자 비율,차 1대당 석유사용량,"2020 세금평균(자동차, 재산,지방소득)"
9호선,고속터미널,11.09391305,108510.8602,869600.8279,250386.0659,711266.0659,0.8,서초구,"방배1,4동",0.163596237,3273,43,2,"8,858",0.669376204,"29,493,607",45.2,141363.4971,77.1,176544,31.5,7,19,"41,774","361,958","671,136",0.0008348,0.8007,358289
9호선,공항시장,25.5304318,45176.24731,131774.3333,52021.08791,126050.7473,0.8,강서구,공항동,0.139910457,"4,375",41,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,4,23,"35,002","115,943","143,479",0.0031634,3.3344,98141
9호선,구반포,24.63787108,42151.16129,128931.6452,50638.85714,121757.2308,1,서초구,반포동,0.143239925,3063.25,40.5,2,"8,858",0.669376204,"29,493,607",45.2,141363.4971,77.1,176544,31.5,1,19,"41,774","361,958","671,136",0.000397,0.8007,358289
9호선,국회의사당,10.86534097,95050.60215,779754.914,389331.6813,488980.6044,1.5,영등포구,여의도동,0.191300408,"6,333",44.4,3,"16,331",0.644943875,"27,701,698",72.6,183681.3439,75.22,145699,46.6,6,19,"27,663","144,087","649,609",0.000335,1.2607,273786
9호선,김포공항,6.716287883,40520.15053,562791.5484,167552.5385,424414.0879,3.6,강서구,방화2동,0.210935839,"4,961",46.3,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,4,23,"35,002","115,943","143,479",0.003033,3.3344,98141
9호선,노들,22.95131465,57247.78495,192183.6129,82563.53846,167861.2198,1.1,동작구,노량진1동,0.185079621,"5,974",44.3,3,"24,113",0.637999816,"5,184,807",73.5,30228.83056,78.71,106503,43.3,12,17,"21,743","83,726","73,671",0.0031255,0.2838,59713
9호선,노량진,10.40305435,168479.3333,1451038.624,543141.022,1095854.451,1.2,동작구,노량진동,0.192990579,4123.5,45.5,3,"24,113",0.637999816,"5,184,807",73.5,30228.83056,78.71,106503,43.3,7,17,"21,743","83,726","73,671",0.0027017,0.2838,59713
9호선,당산,11.42126142,116178.8495,901036.7205,328199.8901,669259.2198,1,영등포구,당산동,0.147220186,4146,42.1,3,"16,331",0.644943875,"27,701,698",72.6,183681.3439,75.22,145699,46.6,15,19,"27,663","144,087","649,609",0.0010708,1.2607,273786
9호선,동작(현충원),24.34993083,27908.13856,86704.66567,31984.16429,77866.82857,1.4,동작구,사당2동,0.196682711,"5,680",45.1,3,"24,113",0.637999816,"5,184,807",73.5,30228.83056,78.71,106503,43.3,4,17,"21,743","83,726","73,671",0.0015177,0.2838,59713
9호선,둔촌오륜,20.02757546,10688.23636,42679.36364,22489,37340,1.14,강동구,둔촌동,0.226155075,"4,225",44.1,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,2,29,"27,354","117,372","99,745",0.0011882,0.7149,81490
9호선,등촌,25.2979098,151085.5914,446140,201670.1758,400735.5165,1,강서구,염창동,0.109145743,"4,560",39.5,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,2,23,"35,002","115,943","143,479",0.0004162,3.3344,98141
9호선,마곡나루(서울식물원),8.506261298,40763.88875,438458.2668,161043.1332,277449.8662,0.9,강서구,가양1동,0.092724265,"3,195",39.4,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,8,23,"35,002","115,943","143,479",0.0005484,3.3344,98141
9호선,봉은사,9.034599247,77808.63441,783420.871,373119,671609,0.95,강남구,삼성1동,0.149680461,"2,167",43.6,3,"13,616",0.660353369,"59,981,514",45.2,184499.0193,67.52,247069,30.4,8,33,"54,479","612,630","1,317,569",0.000334,0.7468,661559
9호선,사평,18.48022469,30970.72043,136617.7204,56040.40659,108865.4066,1.1,서초구,반포1동,0.11818992,"4,111",39.6,2,"8,858",0.669376204,"29,493,607",45.2,141363.4971,77.1,176544,31.5,4,19,"41,774","361,958","671,136",0.0011675,0.8007,358289
9호선,삼성중앙,12.6646557,39934.38709,275387.1505,155027,231641,0.95,강남구,삼성2동,0.147647609,"3,808",40.5,3,"13,616",0.660353369,"59,981,514",45.2,184499.0193,67.52,247069,30.4,2,33,"54,479","612,630","1,317,569",0.0009264,0.7468,661559
9호선,삼전,17.93575821,57908.87272,264959.4,130817,247085,1.14,송파구,잠실7동,0.230995689,2197,46.3,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,6,29,"50,715","309,537","363,480",0.0000173,0.7149,241244
9호선,샛강,16.17691726,48580.9785,251729.5054,114574.9121,189050.6154,0.8,영등포구,여의도동,0.191300408,"6,333",44.4,3,"16,331",0.644943875,"27,701,698",72.6,183681.3439,75.22,145699,46.6,1,19,"27,663","144,087","649,609",0.000335,1.2607,273786
9호선,석촌,13.77888747,50846.6,318171.5818,149920,315538,1.14,송파구,석촌동,0.144685378,"4,624",43,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,4,29,"50,715","309,537","363,480",0.0015676,0.7149,241244
9호선,석촌고분,19.54858132,56047.23636,230660.2,120478,221155,1.14,송파구,석촌동,0.144685378,"4,624",43,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,6,29,"50,715","309,537","363,480",0.0015676,0.7149,241244
9호선,선유도,12.30825911,48657.12903,346663.8387,162751.4176,232827.3736,1.2,영등포구,양평2동,0.114679103,"2,582",40.4,3,"16,331",0.644943875,"27,701,698",72.6,183681.3439,75.22,145699,46.6,8,19,"27,663","144,087","649,609",0.0006899,1.2607,273786
9호선,선정릉,9.047323142,41217.60215,414360.2688,212849,335938,0.95,강남구,역삼2동,0.122082585,"3,828",39.1,3,"13,616",0.660353369,"59,981,514",45.2,184499.0193,67.52,247069,30.4,8,33,"54,479","612,630","1,317,569",0.0011332,0.7468,661559
9호선,송파나루,18.17072252,43304.10909,195013.9273,100324,200072,1.14,송파구,송파동,0.150898548,3259,42.65,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,8,29,"50,715","309,537","363,480",0.0007405,0.7149,241244
9호선,신논현,5.685959737,100755.1613,1671244.043,538312.6374,1210317.242,0.9,강남구,논현동,0.199939958,3087,42.8,3,"13,616",0.660353369,"59,981,514",45.2,184499.0193,67.52,247069,30.4,11,33,"54,479","612,630","1,317,569",0.0013489,0.7468,661559
9호선,신목동,16.47948124,35453.07527,179681.5806,77438.23077,137577.9341,0.9,양천구,목동,0.132936777,3882.8,41.68,3,"25,882",0.648501606,"6,022,303",70.8,128079.4167,80.43,151382,39.5,6,6,"29,267","104,276","98,960",0.0016632,0.8461,77501
9호선,신반포,21.77467621,41248.27957,148184.0645,62838.05495,126664.0549,0.7,서초구,반포2동,0.130352286,"2,061",39.2,2,"8,858",0.669376204,"29,493,607",45.2,141363.4971,77.1,176544,31.5,5,19,"41,774","361,958","671,136",0.0000178,0.8007,358289
9호선,신방화,19.71964318,82606.36559,336297.5914,139458.1978,281297.3626,0.8,강서구,방화1동,0.159436816,"6,851",42.5,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,7,23,"35,002","115,943","143,479",0.0021613,3.3344,98141
9호선,양천향교,16.0442072,77703.03226,406602.8064,169894.1758,303051.5824,1.4,강서구,가양1동,0.092724265,"3,195",39.4,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,6,23,"35,002","115,943","143,479",0.0005484,3.3344,98141
9호선,언주,9.570656258,46923.60215,443362.5484,220382,355638,0.95,강남구,논현동,0.199939958,3087,42.8,3,"13,616",0.660353369,"59,981,514",45.2,184499.0193,67.52,247069,30.4,8,33,"54,479","612,630","1,317,569",0.0013489,0.7468,661559
9호선,여의도,6.642259251,78635.88172,1105236.634,517049.5934,643938.0659,0.9,영등포구,여의도동,0.191300408,"6,333",44.4,3,"16,331",0.644943875,"27,701,698",72.6,183681.3439,75.22,145699,46.6,3,19,"27,663","144,087","649,609",0.000335,1.2607,273786
9호선,염창,13.07025544,121115.3871,805533.5806,314961.2198,599142.5385,0.9,강서구,염창동,0.109145743,"4,560",39.5,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,5,23,"35,002","115,943","143,479",0.0004162,3.3344,98141
9호선,올림픽공원(한국체대),10.23070659,38747.61818,339990.8182,129157,309122,1.14,송파구,방이동,0.139989858,2931,42.35,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,4,29,"50,715","309,537","363,480",0.0009713,0.7149,241244
9호선,종합운동장,10.54661764,29029.72043,246221.7527,82127,170147,0.95,송파구,"잠실2,7동",0.170317018,3017.5,42.45,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,2,29,"50,715","309,537","363,480",0.0000347,0.7149,241244
9호선,중앙보훈병원,28.94292819,126206.2909,309845.9636,195012,351910,1.14,강동구,둔촌동,0.226155075,"4,225",44.1,3,"18,970",0.635355052,"7,424,711",75.7,48154.79126,78.63,152283,38.2,5,13,"27,354","117,372","99,745",0.0011882,0.3162,81490
9호선,증미,20.00839339,79732.61291,318763.215,155765.2418,249053.1648,0.7,강서구,가양3동,0.253350308,"3,781",48.7,4,"13,986",0.643029414,"10,739,720",81.1,690250.1238,75.53,207008,36.1,3,23,"35,002","115,943","143,479",0.0041298,3.3344,98141
9호선,한성백제,19.46907638,23511.6,97252.21818,49416,95383,1.14,송파구,방이2동,0.132975552,"3,568",42.2,4,"19,599",0.658157182,"22,002,209",62.1,178618.0463,73.62,249843,42.7,3,29,"50,715","309,537","363,480",0.0014258,0.7149,241244
9호선,흑석(중앙대입구),18.57389335,102697.6667,450216.3871,170776.6264,390619.4725,1.1,동작구,흑석동,0.174837192,"5,799",44.3,3,"24,113",0.637999816,"5,184,807",73.5,30228.83056,78.71,106503,43.3,8,17,"21,743","83,726","73,671",0.0022237,0.2838,59713
,,,,,,,,,,,,,,,,,,,,,,,,"21,403","68,343","56,941",,,
